City,Point of Interest,Review,Adventure & Outdoors,Spiritual,Nature & Retreat,Isolated or Hippie,Heritage,Travel & Learn,Social Tourism (Volunteer & Travel),Nightlife & Events,Shopping,Compound score
Mussoorie,Kempty Falls,natur beauti waterfal never disappoint hold true kempti fall environ fall enscons big eye sore plastic wast everywher around shopkeep shout servic product men bath water underwear enough turn off,1,0,1,0,0,0,0,0,0,0.31174999999999997
Agra,Agra Fort,impress agra fort cloud fort jaipur majest agra fort quit impress structur though lot inaccess area appar great view taj mahal day foggi see much all,0,0,1,0,1,0,0,0,0,0.9359999999999999
Agra,Agra Fort,agra fort amaz exampl mughal architectur offer wonder view taj mahal,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Gita Bhavan,actual nice see laxman jhula bhavan view gang good,0,0,1,0,1,0,0,0,0,0.8453999999999999
Agra,Agra Fort,spent good hour relax grass insid slowli walk around magnifici courtyard almost didint realis big follow peopl find huge section origin didnt notic sign would good guid show around imagin quit cheap plenti turn mani simpli fed hassl ask everywher went wont find troubl get transport mani rickshaw auto wait outsid,0,0,1,0,1,0,0,0,0,0.9375
Agra,Agra Fort,realli great fort see enjoy time get insight peopl built taj mahal see fort hour well worth visit great view taj,0,0,1,0,1,0,0,0,0,0.96855
Mussoorie,Lal Tibba,view awesom basic spend minut way place old town narrow lane time car get stuck traffic best time go earli morn,0,0,1,0,0,0,0,0,0,0.74695
Agra,Agra Fort,suspect thus place would better known anoth build town impress fort use varieti purpos year spent pleasant minut wander round arriv short open time heat issu,0,0,1,0,1,0,0,0,0,0.89225
Agra,Agra Fort,like mani place visit india outsid deceiv workmanship insid amaz guid help bring life structur,0,0,1,0,1,0,0,0,0,0.81845
Rishikesh,Ram Jhula,cross total local immers youll middl peopl cow monkey motorbik,0,0,1,0,0,0,0,0,0,0.5
Agra,Tomb of Itimad-ud-Daulah,big place realli beauti doesnt attract much crowd peac well spend good qualiti time lawn around tomb much see place good relax experi,0,0,1,0,1,0,0,0,0,0.91335
Agra,Agra Fort,cost rupe per adult young children free,0,1,1,0,1,0,0,0,0,0.7553000000000001
Agra,Wildlife SOS,fantast effort selfless servic anim hat dedic focus wellb eleph traumat past enrich centr et al awesom initi,0,0,1,0,0,0,0,0,0,0.5
Rishikesh,Vashishta Gufa,cave good experi medit feel posit vibrat insid cave water ganga entir sceneri simpli mesmeris beauti,0,1,1,0,1,0,0,0,0,0.7202
Agra,Agra Fort,rememb studi agra fort mani mani year ago whilst th grade amaz site visit rich histori architectur beauti,0,0,1,0,1,0,0,0,0,0.7787
Agra,Agra Fort,anoth place much histori tale moghul period without proper tour guid miss much know multipl fratricid els number son becom follow usurp father stori bring palac life mind explan courtyard complet envelop curtain floor carpet allow visualis might like anyway,0,0,1,0,1,0,0,0,0,0.7383500000000001
Agra,Chini Ka Rauza Mausoleum,slight lesser known mausoleum fair near mini mahal took find worth effort great shape fade decor outsid unusu worth see stun dome ceil insid annoy archeologist expert around templ pester pay show around worth see complet obvious use light highlight ceil whether want expect pay tire say least otherwis free visit,0,0,1,0,1,0,0,0,0,0.9540500000000001
Agra,Wildlife SOS,tour way agra wonder place creat amaz peopl rescu protect beauti creatur cruelti known wildlif sos put faith back human race privileg part even short time thank you,0,0,1,0,1,0,0,0,0,0.89225
Agra,Agra Fort,go fort india like buy ticket see number beauti hall templ gate tomb wall saw mani monkey great view taj mahal distanc fun imagin must like royal loung breezi marbl passageway beat red fort delhi way amber fort jaipur though enjoy them,0,0,1,0,1,0,0,0,0,0.97115
Mussoorie,Kempty Falls,good place visit mussoori car park problem place usal crowd,0,0,1,0,0,0,0,0,0,0.5258
Agra,Jawab Masjid,addit treat seen insid secur area love glad visit awar step,0,1,0,0,1,0,0,0,0,0.9359999999999999
Agra,Mehtab Bagh,yes nice garden lucki clear day good view taj mahal high fenc area block free river walk well boat alow walk along river far side hevan bid see taj mahal pay fee x higher fee non nation met mani young poor budget travler need chose break budget go see shame world come high fenc cant see histor thing next build wall around coliseum rome golden gate bridg sad world becom lucki came year ago free much around anoth tourist trap that rate mani nice templ tumb mosqu india even park next taj fee,0,0,1,0,1,0,0,0,0,0.8825000000000001
Agra,Agra Fort,attract provid outstand insight cultur indian past wonder craftsmanship went design build fort upkeep good look good today sure built occupi,0,0,1,0,1,0,0,0,0,0.93125
Mussoorie,Kempty Falls,main fall space even enter water trash enjoy boat kid like plastic ball experi water,1,0,1,0,0,0,0,0,0,0.8453999999999999
Agra,Sheesh Mahal,bathroom infinit mirror truli n awesom experi allow visit insid lock visit though,0,0,1,0,1,0,0,0,0,0.61315
Mussoorie,Camel's Back Road,set thing right long walk late even road get lone either walk day big walker kid take cycl rickshaw arent much shop anyth backsid mall road parallel part walk villag said walk scenic quiet unlik mall road littl see around would say wont miss much skip this,1,0,1,0,0,0,0,0,1,0.4165
Agra,Tomb of Itimad-ud-Daulah,nice attract beauti decor worth visit got given shoe cover made pay dont know complet necessari wear unless go insid see tomb didnt didnt want take shoe off,0,0,0,0,1,0,0,0,0,0.85765
Agra,Agra Fort,well worth visit magnific room ground well laid bonus get wonder view taj mahal river,0,0,1,0,1,0,0,0,0,0.94895
Agra,Agra Fort,outsid look small bore start walk courtyard like kind tardi must courtyard behind guid knowledg made tour interest would high recommend visit here,0,0,1,0,1,0,0,0,0,0.9277500000000001
Pushkar,Pushkar Lake,walk round lake barefoot everi angl look differ good tour round edg water stop end sunset ambianc young peopl practic street art equal local peopl play music etc ambianc,1,1,1,0,1,0,0,0,0,0.7383500000000001
Agra,Mehtab Bagh,garden strict meant view taj mahal yamuna river garden neither beauti hous shadi tree wont good idea summer afternoon noon,0,0,1,0,1,0,0,0,0,0.3294
Rishikesh,Vashishta Gufa,away hord peopl vashishta gufa locat bank river ganga cover himalaya peac archaic locat,0,1,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,ganga aarti perform pm daili triveni ghat attend ganga aarti medit experi l look forward part ganga ararti whenev pass rishikesh dont allow vehicl movement triveni ghat aarti time guess to,0,1,0,0,1,0,0,0,0,0.41525
Agra,Agra Fort,visit famili husband year old daughter,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,necessari pay admiss fort see enter instead guid took us around outsid tour pretti go earli day unbear hot,0,0,1,0,1,0,0,0,0,0.44865
Agra,Agra Fort,indian histori youll visit otherwis second tourist thing agra sinc wont spend whole day taj good altern visit day,0,0,1,0,1,0,0,0,0,0.7202
Rishikesh,Triveni Ghat,awesom,0,0,1,0,1,0,0,0,0,0.5
Pushkar,Pushkar Lake,wish indian conscious heritag adher rule everyon solicit firm went around lake spent even felt peac less crowd ghat shop around street get good cheaper jaipur jodhpur,0,1,1,0,1,0,0,0,0,0.8404
Agra,Mehtab Bagh,mani travel said mehtab bagh best place see taj mahal sunset went found sun build seem far apart dont know whether season matter us dont wide len dont think captur pictur sunset build shot,0,0,1,0,1,0,0,0,0,0.8243
Agra,Mehtab Bagh,garden opposit side river taj realli garden noth ralli establish fee ir enter rip although rain good view taj site call black taj seem bit myth,0,0,1,0,1,0,0,0,0,0.7202
Rishikesh,Vashishta Gufa,kms rishikesh soul peac place peopl like medit water front go great place photograph kid spare time rishikesh visit,0,1,1,0,1,0,0,0,0,0.8825000000000001
Mussoorie,Kempty Falls,worth visit weekend much traffic case u r weekend ensur reach save tym,0,0,1,0,1,0,0,0,0,0.81845
Mussoorie,Kempty Falls,fall good place crowdi lot peopl found take bath pool foot water fall rope way also,1,0,1,0,0,0,0,0,0,0.7202
Agra,Mehtab Bagh,love place great way cap day beauti view taj could realli see mind shah jahan stroll garden,0,0,1,0,1,0,0,0,0,0.92595
Agra,Tomb of Itimad-ud-Daulah,visit today bit let taj,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,must experi sunset ram julha bridg ghat everi night sunset fire ceremoni magnific purchas puja candl flower send prayer gang,0,1,1,0,1,0,0,0,0,0.61315
Agra,Agra Fort,beauti place see real architectur piec mughal era undoubt see agra fort onli,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Sivananda Ashram,rest place swami sivananda,0,1,1,0,1,0,0,0,0,0.5
Mussoorie,Kempty Falls,visitor must go enjoy amaz natur waterfal snap close love,0,0,1,0,0,0,0,0,0,0.9063
Pushkar,Brahma Temple,first visit place differ today commerci trader captur shrine difficult see insid actual mandir shrine bramha half way stair insid shop metal object pteust said least yrs record much longer nasa analys small piec statu could identifi element presum could space unfortun cannot seen open someon figur anoth way make money,0,0,1,0,1,0,0,0,0,0.3194
Agra,Agra Fort,stun bit architectur carv stone inlaid marbl rather beauti get pretti good view taj er get okay wouldnt pay lot tout sell rubbish outsid highlight see bat live insid,0,0,1,0,1,0,0,0,0,0.8912
Mussoorie,Lal Tibba,best place mussoori give sneak peek mighti himalaya recommend walk liter take breath away,0,0,1,0,0,0,0,0,0,0.88585
Agra,Agra Fort,anoth must place go visit agra less half hour taj mahal worth money,0,0,1,0,1,0,0,0,0,0.61315
Agra,Mehtab Bagh,garden opposit side river taj realli garden noth ralli establish fee ir enter rip although rain good view taj site call black taj seem bit myth,0,0,1,0,1,0,0,0,0,0.7202
Agra,Shah Burj,shah burj built shah jahan belov wife mumtaz mahal said first small marbl palac built akbar situat site later demolish jehangir erect new build shah jahan turn chose site erect multi stori marbl tower inlaid precious stone mumtaz mahal built offer exot view famous taj mahal,0,0,0,0,1,0,0,0,0,0.7859499999999999
Pushkar,Pushkar Lake,th decemb start journey jaipur trip memor pleasur driver rehaan khan experienc friend person first visit pushkar lake camel safari enjoy visit pushkar lake pushkar mandir nice experi visit ajmer shariff memor experi way visit anna lake overal memor trip,1,1,1,0,1,0,0,0,0,0.92405
Mussoorie,Camel's Back Road,good place visit noth great see time go otherwis skip place,0,0,1,0,1,0,0,0,0,0.8953
Rishikesh,Triveni Ghat,aarti ghaat start sun set fix time advis get bit earlier told start around pm got alreadi start,0,1,0,0,1,0,0,0,0,0.5
Rishikesh,Ram Jhula,lakshman ram jhoola almost aspect give stun view formid mountain holi gang realli good cross bridg go various ghat bath river jhoola need repair mainten wheeler spoil charm,0,0,1,0,1,0,0,0,0,0.8404
Pushkar,Pushkar Lake,pushkar lake exhub tranquil peac,1,1,1,0,1,0,0,0,0,0.5258
Rishikesh,Lakshman Jhula,place would like hotel near view ganga amaz jhula famous templ bridg market roam around catch taxi neelkanth templ place full raft book offic raft end laxman jhula,0,0,1,0,1,0,0,0,0,0.6806
Mussoorie,Kempty Falls,fall huge unplan erupt shop concret build rob beauti doesnt look like place natur beauti want glimps natur beuti go upstair main road along fall instead go ropeway stair,1,0,1,0,0,0,0,0,0,0.26080000000000003
Agra,Agra Fort,great red fort incred go night show sound light show narrat histori region part histori taj mahal,0,0,1,0,1,0,0,0,0,0.81245
Rishikesh,Lakshman Jhula,lakshman jhoola major attract rishikesh nice walk,0,0,1,0,0,0,0,0,0,0.8243
Pushkar,Brahma Temple,visit twice year brahma templ realli charm bliss tranquil holi templ situat pushkar world famous templ request tourist pleas visit came india structur templ word express awosom place,0,1,1,0,1,0,0,0,0,0.8825000000000001
Rishikesh,Neer Garh Waterfall,much hype reach small waterfal wast effort reach noth great place,1,0,1,0,0,0,0,0,0,0.8243
Agra,Agra Fort,monument tell histori mogul india must take guid know everyth place els miss key fact,0,0,1,0,1,0,0,0,0,0.42345
Rishikesh,Laxman Jhula Bridge,bridg mess stupid peopl motorbik cross bridg harass tresspass move danger wise all,0,0,1,0,1,0,0,0,0,0.07224999999999998
Pushkar,Brahma Temple,recommend peopl like visit religi histor place travel car park car metr away templ walk templ well spread market sight templ stair climb reach templ climb stair numer peopl sit offer free servic place shoe safe custodi would buy prasad return case buy templ grand deter visit templ,0,1,1,0,1,0,0,0,0,0.96855
Pushkar,Brahma Temple,great templ world whole cabinet present per hindu mytholog vishnu kuber indra maheswar present good place visit,0,1,1,0,1,0,0,0,0,0.8953
Mussoorie,Kempty Falls,place use fav use go mussoori childhood state affair rosi,0,0,1,0,1,0,0,0,0,0.7294
Agra,Agra Fort,west bank yamuna river impos red sandston complex built emperor akbar impress amar singh gate step inclin walk lead major sight fort dont miss musamman burj octagon tower view taj mahal shah jahan imprison son aurangzeb forc spend last year life gaze unabl visit tomb built belov wife near musannen burj diwan aam colonnad arch open hall pietro dura decor similar taj much worthwhil see agra fort knowledg enchant india guid certain made visit memor,0,0,1,0,1,0,0,0,0,0.8322499999999999
Agra,Agra Fort,agra fort seen around hour depend trigger happi camera,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,nice structur km taj mahal take around hrs visit place possibl tri hire guid interest,0,0,1,0,1,0,0,0,0,0.85015
Agra,Agra Fort,big clean fort locat near yamuna river look nice histor fort knwo mani thing fort well maintain fort must visit fort,0,0,1,0,1,0,0,0,0,0.8825000000000001
Agra,Tomb of Itimad-ud-Daulah,edific small jewel box must seen stone carv pietr dure parchinkari harmoni balanc architectur breathtak,0,0,1,0,1,0,0,0,0,0.6806
Agra,Agra Fort,fort nice histori interest nice view taj great room amaz carv big enorm amount walk allow least hour,0,0,1,0,1,0,0,0,0,0.9637
Agra,Sheesh Mahal,monday th februari tour amaz agra fort highlight visit incred sheesh mahal hall mirror,0,0,0,0,1,0,0,0,0,0.67
Agra,Jama Masjid (Agra),understand holi place big didnt find anyth els attract worth visit though,0,0,1,0,1,0,0,0,0,0.76335
Agra,Agra Fort,general infomrm,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Kempty Falls,good proper chang room waterfal good servic near fall upto mark,1,0,1,0,0,0,0,0,0,0.85015
Agra,Agra Fort,good realli nice guid way explain everyth awesom felt actual wit era fort taj mahal made,0,0,1,0,1,0,0,0,0,0.8453999999999999
Agra,Agra Fort,near garden tazmah compris mani fairi tale palac jahangir palac khash mahal built shahjahan audienc hall dewani khash beauti masjid,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,time get far view taj mahal visit taj,0,0,1,0,1,0,0,0,0,0.5
